srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,classe
1,5768,52.114.128.8,443,6,16,8821,12,5339,40,551,1480,568,40,444,1492,548,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,16,8821,12,5339,8,5,0,0,652,492,0,0
1,5767,40.69.223.39,443,6,15,2000,14,7707,40,133,838,206,40,550,1492,648,0,4,65,17,65,5,65,18,66,66,66,66,0,0,0,0,0,15,2000,14,7707,6,6,0,0,612,572,0,0
1,5769,52.169.82.131,443,6,13,1865,13,7667,40,143,783,204,40,589,1492,656,0,0,1,0,122,10,122,35,124,124,124,124,0,0,0,0,0,13,1865,13,7667,6,6,0,0,532,532,0,0
1,5772,40.69.216.251,443,6,6,716,2,104,40,119,260,109,52,52,52,0,1,1,3,0,2,2,2,0,9,9,9,9,0,0,0,0,0,6,716,2,104,2,0,0,0,276,104,0,0
1,5771,40.69.220.46,443,6,13,1866,14,7707,40,143,783,204,40,550,1492,648,1,0,1,0,1,9,120,33,121,121,121,121,0,0,0,0,0,13,1866,14,7707,6,6,0,0,532,572,0,0
1,5774,52.179.129.229,443,6,26,3839,21,14688,40,147,1480,283,40,699,1492,700,0,0,4,1,0,0,2,0,16,16,16,16,0,0,0,0,0,26,3839,21,14688,8,8,0,0,1148,900,0,0
1,5770,46.4.119.208,45700,6,16,826,15,3785,40,51,154,27,40,252,404,144,1,32,213,62,1,34,214,63,482,482,482,482,0,0,0,0,0,16,826,15,3785,1,11,0,0,712,612,0,1
1,5773,23.45.225.37,80,6,16,1178,13,6764,40,73,255,71,40,520,1492,677,1,4,56,14,1,5,60,17,74,74,74,74,0,0,0,0,0,16,1178,13,6764,2,2,0,0,748,580,0,0
1,5776,23.45.225.37,80,6,15,1144,13,7943,40,76,258,73,40,611,1492,725,1,5,56,14,59,5,59,16,73,73,73,73,0,0,0,0,0,15,1144,13,7943,2,1,0,0,708,580,0,0
1,5779,52.114.158.52,443,6,26,11309,24,11476,40,434,1480,568,40,478,1492,582,6,1,6,1,1,1,3,1,30,30,30,30,0,0,0,0,0,26,11309,24,11476,11,9,0,0,1160,1044,0,0
1,5777,40.69.216.251,443,6,19,3474,19,9407,40,182,1060,274,40,495,1492,636,1,1,3,1,2,7,128,29,148,148,148,148,0,0,0,0,0,19,3474,19,9407,9,6,0,0,808,820,0,0
1,5778,40.69.223.39,443,6,19,2497,18,9356,40,131,838,186,40,519,1492,645,3,6,101,23,104,6,104,25,121,121,121,121,0,0,0,0,0,19,2497,18,9356,8,6,0,0,796,768,0,0
1,5780,23.45.225.37,80,6,14,1054,12,5108,40,75,257,77,40,425,1492,645,0,0,3,0,1,0,2,0,11,11,11,11,0,0,0,0,0,14,1054,12,5108,2,1,0,0,620,552,0,0
1,5781,23.37.243.71,80,6,14,1058,15,8171,40,75,253,75,40,544,1492,695,0,0,3,0,0,0,2,0,11,11,11,11,0,0,0,0,0,14,1058,15,8171,2,1,0,0,632,684,0,0
1,5782,52.114.7.37,443,6,21,5327,17,9004,40,253,1480,446,40,529,1492,610,1,1,3,1,1,1,3,1,22,22,22,22,0,0,0,0,0,21,5327,17,9004,7,7,0,0,936,740,0,0
1,5775,46.4.119.208,45700,6,18,1248,15,2980,40,69,154,46,40,198,404,166,1,19,146,39,1,23,146,42,335,335,335,335,0,0,0,0,0,18,1248,15,2980,4,7,0,0,792,672,0,1
1,5766,176.9.147.178,45690,6,312,53022,249,23088,40,169,576,124,40,92,411,62,1,3,46,6,1,5,46,8,1240,1240,1240,1240,0,0,0,0,0,312,53022,249,23088,163,150,0,0,12864,10512,0,1
1,5784,94.130.143.162,443,6,16,2240,16,7543,40,140,557,188,40,471,1492,627,0,2,10,2,5,2,10,2,35,35,35,35,0,0,0,0,0,16,2240,16,7543,4,4,0,0,700,700,0,0
1,5783,94.130.143.162,443,6,19,2923,19,7146,40,153,557,189,40,376,1492,548,0,2,10,2,5,2,10,2,42,42,42,42,0,0,0,0,0,19,2923,19,7146,6,5,0,0,820,820,0,0
1,5787,52.169.82.131,443,6,25,3774,24,13840,40,150,1060,244,40,576,1492,635,0,0,3,1,122,5,122,25,139,139,139,139,0,0,0,0,0,25,3774,24,13840,9,9,0,0,1108,1020,0,0
1,5786,46.4.119.208,45700,6,19,1096,17,3365,40,57,154,34,40,197,404,158,1,27,149,52,1,30,146,54,488,488,488,488,0,0,0,0,0,19,1096,17,3365,2,9,0,0,868,740,0,1
1,5788,40.69.220.46,443,6,14,2927,14,7720,40,209,1061,314,40,551,1492,647,0,1,4,1,4,10,124,34,141,141,141,141,0,0,0,0,0,14,2927,14,7720,7,6,0,0,572,584,0,0
1,5790,23.215.122.200,443,6,15,1128,14,9431,40,75,220,61,40,673,1492,593,0,5,59,15,1,5,59,16,74,74,74,74,0,0,0,0,0,15,1128,14,9431,3,7,0,0,672,596,0,0
1,5791,52.114.88.20,443,6,10,2771,8,4463,40,277,1084,421,40,557,1492,640,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,10,2771,8,4463,4,3,0,0,412,332,0,0
1,5792,65.55.44.108,443,6,17,3488,15,5165,40,205,694,197,40,344,1492,503,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,17,3488,15,5165,10,11,0,0,692,612,0,0
1,5793,40.69.216.251,443,6,13,1865,14,7707,40,143,783,204,40,550,1492,648,0,0,1,0,125,9,125,34,126,126,126,126,0,0,0,0,0,13,1865,14,7707,6,6,0,0,532,572,0,0
1,5789,46.4.119.208,45700,6,14,734,14,3209,40,52,154,29,40,229,404,157,0,37,136,52,0,37,137,52,486,486,486,486,0,0,0,0,0,14,734,14,3209,1,9,0,0,620,584,0,1
1,5794,40.69.223.39,443,6,13,1920,13,7669,40,147,838,218,40,589,1492,656,0,0,1,0,127,10,127,36,128,128,128,128,0,0,0,0,0,13,1920,13,7669,6,6,0,0,532,532,0,0
1,5796,52.169.82.131,443,6,15,1945,14,7708,40,129,783,192,40,550,1492,648,0,8,114,30,114,8,114,31,115,115,115,115,0,0,0,0,0,15,1945,14,7708,6,6,0,0,612,572,0,0
1,5797,200.149.38.210,80,6,6,406,4,2153,40,67,194,62,40,538,1492,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,406,4,2153,1,1,0,0,252,172,0,0
1,5795,46.4.119.208,45700,6,13,646,12,2753,40,49,154,31,40,229,404,154,1,40,110,47,1,43,110,47,482,482,482,482,0,0,0,0,0,13,646,12,2753,1,8,0,0,532,492,0,1
1,5798,23.45.225.37,80,6,10,627,5,1852,40,62,255,67,40,370,1492,632,1,7,60,19,65,16,65,32,65,65,65,65,0,0,0,0,0,10,627,5,1852,1,1,0,0,412,212,0,0
1,5802,40.69.216.251,443,6,19,2479,14,10794,40,130,783,173,40,771,1492,685,0,0,3,1,2,0,3,1,16,16,16,16,0,0,0,0,0,19,2479,14,10794,8,4,0,0,832,596,0,0
1,5801,40.69.220.46,443,6,28,3896,23,13798,40,139,1061,233,40,599,1492,638,1,3,72,13,1,4,75,15,97,97,97,97,0,0,0,0,0,28,3896,23,13798,9,9,0,0,1228,980,0,0
1,5803,40.69.216.251,443,6,11,1049,9,8330,40,95,274,92,52,925,1492,701,0,1,3,1,1,1,3,1,14,14,14,14,0,0,0,0,0,11,1049,9,8330,3,1,0,0,488,396,0,0
1,5806,52.114.158.52,443,6,21,5331,18,9044,40,253,1480,447,40,502,1492,603,1,1,4,1,0,1,3,1,23,23,23,23,0,0,0,0,0,21,5331,18,9044,7,7,0,0,936,780,0,0
1,5805,23.45.225.37,80,6,21,1444,18,6854,40,68,258,63,40,380,1492,611,1,3,28,6,1,4,33,8,72,72,72,72,0,0,0,0,0,21,1444,18,6854,2,2,0,0,1008,840,0,0
1,5804,23.45.225.37,80,6,19,1266,16,5314,40,66,257,67,40,332,1492,577,1,4,30,7,3,4,35,9,72,72,72,72,0,0,0,0,0,19,1266,16,5314,2,1,0,0,832,760,0,0
1,5807,52.114.88.20,443,6,26,9578,23,9972,40,368,1480,531,40,433,1492,553,1,1,4,1,2,1,3,1,30,30,30,30,0,0,0,0,0,26,9578,23,9972,10,9,0,0,1148,992,0,0
1,5808,200.216.8.67,80,6,15,1228,11,4484,40,81,306,91,40,407,1036,498,1,5,56,14,1,7,61,18,74,74,74,74,0,0,0,0,0,15,1228,11,4484,2,4,0,0,696,500,0,0
1,5799,46.4.119.208,45700,6,15,798,14,2917,40,53,154,28,40,208,404,160,1,34,375,100,1,37,375,103,487,487,487,487,0,0,0,0,0,15,798,14,2917,1,8,0,0,684,596,0,1
1,5811,40.69.216.251,443,6,15,1946,14,7707,40,129,783,192,40,550,1492,648,0,5,77,20,77,6,77,21,78,78,78,78,0,0,0,0,0,15,1946,14,7707,6,6,0,0,612,572,0,0
1,5810,40.69.223.39,443,6,15,2000,14,7708,40,133,838,206,40,550,1492,648,0,8,111,29,111,8,111,30,112,112,112,112,0,0,0,0,0,15,2000,14,7708,6,6,0,0,612,572,0,0
1,5812,52.169.82.131,443,6,15,1945,13,7668,40,129,783,192,40,589,1492,656,0,7,103,27,103,8,103,29,104,104,104,104,0,0,0,0,0,15,1945,13,7668,6,6,0,0,612,532,0,0
1,5813,23.215.122.200,443,6,10,868,10,7740,40,86,220,73,40,774,1492,633,0,6,60,20,60,6,60,20,60,60,60,60,0,0,0,0,0,10,868,10,7740,3,5,0,0,412,412,0,0
1,5809,46.4.119.208,45700,6,15,798,14,2685,40,53,154,28,40,191,404,165,0,35,241,68,0,37,241,70,490,490,490,490,0,0,0,0,0,15,798,14,2685,1,7,0,0,684,608,0,1
1,5815,65.55.44.108,443,6,12,1575,10,4369,40,131,691,187,40,436,1492,604,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,12,1575,10,4369,5,5,0,0,492,412,0,0
1,5816,40.69.220.46,443,6,15,1946,13,7668,40,129,783,192,40,589,1492,656,0,8,111,29,111,9,111,32,112,112,112,112,0,0,0,0,0,15,1946,13,7668,6,6,0,0,612,532,0,0
1,5814,46.4.119.208,45700,6,9,486,9,1721,40,54,154,37,40,191,404,161,0,60,253,88,0,60,253,88,481,481,481,481,0,0,0,0,0,9,486,9,1721,1,5,0,0,372,372,0,1
1,5818,65.55.44.108,443,6,12,1442,10,4378,40,120,558,152,40,437,1492,603,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,12,1442,10,4378,5,5,0,0,492,412,0,0
1,5821,65.55.44.108,443,6,12,1442,10,4379,40,120,558,152,40,437,1492,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1442,10,4379,5,5,0,0,492,412,0,0
1,5819,40.69.216.251,443,6,13,1866,14,7709,40,143,783,204,40,550,1492,647,0,0,1,0,127,9,127,35,128,128,128,128,0,0,0,0,0,13,1866,14,7709,6,6,0,0,532,572,0,0
1,5820,40.69.223.39,443,6,15,2000,13,7667,40,133,838,206,40,589,1492,656,0,8,116,30,116,9,116,33,117,117,117,117,0,0,0,0,0,15,2000,13,7667,6,6,0,0,612,532,0,0
1,5822,23.45.225.37,80,6,6,467,5,1852,40,77,255,86,40,370,1492,632,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,467,5,1852,1,1,0,0,252,212,0,0
1,5823,204.79.197.200,443,6,18,3045,16,8729,40,169,1480,346,40,545,1492,658,60,3,60,14,0,0,0,0,60,60,60,60,0,0,0,0,0,18,3045,16,8729,5,6,0,0,732,652,0,0
1,5824,52.169.82.131,443,6,15,1945,14,7709,40,129,783,192,40,550,1492,647,0,6,87,23,87,6,87,24,88,88,88,88,0,0,0,0,0,15,1945,14,7709,6,6,0,0,612,572,0,0
1,5825,23.45.225.37,80,6,6,470,5,1768,40,78,258,88,40,353,1492,637,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,470,5,1768,1,1,0,0,252,212,0,0
1,5828,52.114.132.21,443,6,19,15754,13,4666,40,829,1480,672,40,358,1492,555,1,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,19,15754,13,4666,5,3,0,0,772,532,0,0
1,5817,46.4.119.208,45700,6,12,606,12,2753,40,50,154,32,40,229,404,154,0,43,175,64,0,43,175,64,481,481,481,481,0,0,0,0,0,12,606,12,2753,1,8,0,0,492,492,0,1
1,5826,23.37.243.71,80,6,7,505,8,4914,40,72,253,79,40,614,1492,730,0,6,41,16,0,5,41,15,41,41,41,41,0,0,0,0,0,7,505,8,4914,1,1,0,0,292,332,0,0
1,5827,23.45.225.37,80,6,6,469,5,1862,40,78,257,87,40,372,1492,631,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,469,5,1862,1,1,0,0,252,212,0,0
1,5830,52.114.7.37,443,6,9,3021,8,4463,40,335,1339,505,40,557,1492,640,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,9,3021,8,4463,4,3,0,0,372,332,0,0
1,5785,176.9.147.178,45690,6,845,145402,581,57898,40,172,775,129,40,99,410,57,0,4,80,7,1,6,81,8,3577,3577,3577,3577,0,0,0,0,0,845,145402,581,57898,441,419,0,0,34316,24152,0,1
1,5829,46.4.119.208,45700,6,7,406,5,880,40,58,154,42,40,176,404,182,1,25,85,38,65,37,85,43,151,151,151,151,0,0,0,0,0,7,406,5,880,1,2,0,0,292,212,0,1
1,5832,94.130.143.162,443,6,10,1437,11,6533,40,143,557,189,40,593,1492,642,0,1,10,3,0,1,10,3,11,11,11,11,0,0,0,0,0,10,1437,11,6533,3,4,0,0,412,452,0,0
1,5831,94.130.143.162,443,6,12,2076,14,7660,40,173,557,193,40,547,1492,640,0,1,10,2,0,0,10,2,12,12,12,12,0,0,0,0,0,12,2076,14,7660,5,5,0,0,492,572,0,0
1,5835,40.69.220.46,443,6,15,1946,13,7669,40,129,783,192,40,589,1492,656,0,4,62,16,62,5,62,17,63,63,63,63,0,0,0,0,0,15,1946,13,7669,6,6,0,0,612,532,0,0
1,5834,46.4.119.208,45700,6,9,486,9,1721,40,54,154,37,40,191,404,161,0,60,195,74,0,60,195,74,481,481,481,481,0,0,0,0,0,9,486,9,1721,1,5,0,0,372,372,0,1
1,5838,23.215.122.200,443,6,10,868,10,7741,40,86,220,73,40,774,1492,633,0,6,60,19,60,6,60,19,61,61,61,61,0,0,0,0,0,10,868,10,7741,3,5,0,0,412,412,0,0
1,5837,40.69.223.39,443,6,13,1920,14,7708,40,147,838,218,40,550,1492,648,0,0,1,0,125,9,125,34,126,126,126,126,0,0,0,0,0,13,1920,14,7708,6,6,0,0,532,572,0,0
1,5839,40.69.216.251,443,6,15,1946,13,7668,40,129,783,192,40,589,1492,656,0,8,124,33,124,10,124,35,125,125,125,125,0,0,0,0,0,15,1946,13,7668,6,6,0,0,612,532,0,0
1,5840,52.114.132.21,443,6,12,4791,10,4901,40,399,1084,477,40,490,1492,588,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,12,4791,10,4901,6,4,0,0,492,412,0,0
1,5841,52.169.82.131,443,6,15,1945,14,7708,40,129,783,192,40,550,1492,648,0,6,83,22,83,6,83,22,84,84,84,84,0,0,0,0,0,15,1945,14,7708,6,6,0,0,612,572,0,0
1,5836,46.4.119.208,45700,6,7,406,7,1033,40,58,154,42,40,147,404,157,0,80,272,125,0,80,272,125,481,481,481,481,0,0,0,0,0,7,406,7,1033,1,3,0,0,292,292,0,1
1,5843,40.69.220.46,443,6,13,1866,14,7708,40,143,783,204,40,550,1492,648,1,0,1,0,1,9,125,34,127,127,127,127,0,0,0,0,0,13,1866,14,7708,6,6,0,0,532,572,0,0
1,5844,52.114.132.21,443,6,9,2248,8,4463,40,249,1009,346,40,557,1492,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2248,8,4463,4,3,0,0,372,332,0,0
1,5845,52.114.132.21,443,6,10,2766,8,4463,40,276,1119,421,40,557,1492,640,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,10,2766,8,4463,4,3,0,0,412,332,0,0
1,5849,52.179.129.229,443,6,14,990,10,6275,40,70,240,58,40,627,1492,722,2,0,2,0,0,0,1,0,3,3,3,3,0,0,0,0,0,14,990,10,6275,4,4,0,0,572,412,0,0
1,5847,52.179.129.229,443,6,14,990,10,6275,40,70,240,58,40,627,1492,722,2,0,2,0,0,0,1,0,3,3,3,3,0,0,0,0,0,14,990,10,6275,4,4,0,0,572,412,0,0
1,5848,52.179.129.229,443,6,28,6350,19,8195,40,226,1480,403,40,431,1492,574,2,0,2,0,0,0,1,0,3,3,3,3,0,0,0,0,0,28,6350,19,8195,8,12,0,0,1132,772,0,0
1,5846,52.179.129.229,443,6,14,990,10,6275,40,70,240,58,40,627,1492,722,2,0,2,0,0,0,1,0,3,3,3,3,0,0,0,0,0,14,990,10,6275,4,4,0,0,572,412,0,0
1,5850,200.149.38.226,80,6,6,406,4,2153,40,67,194,62,40,538,1492,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,406,4,2153,1,1,0,0,252,172,0,0
1,5851,40.70.184.83,443,6,13,1904,8,6933,40,146,672,205,40,866,1492,683,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,13,1904,8,6933,4,3,0,0,532,332,0,0
1,5842,46.4.119.208,45700,6,8,446,8,1377,40,55,154,39,40,172,404,161,0,68,422,156,0,68,422,156,481,481,481,481,0,0,0,0,0,8,446,8,1377,1,4,0,0,332,332,0,1
1,5852,23.45.225.37,80,6,6,467,5,1851,40,77,255,86,40,370,1492,632,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,467,5,1851,1,1,0,0,252,212,0,0
1,5854,40.69.223.39,443,6,13,1920,14,7708,40,147,838,218,40,550,1492,648,0,0,1,0,122,9,122,33,123,123,123,123,0,0,0,0,0,13,1920,14,7708,6,6,0,0,532,572,0,0
1,5855,40.69.216.251,443,6,15,1946,13,7668,40,129,783,192,40,589,1492,656,0,6,86,22,86,7,86,24,87,87,87,87,0,0,0,0,0,15,1946,13,7668,6,6,0,0,612,532,0,0
1,5856,65.55.44.108,443,6,12,1649,10,4440,40,137,765,207,40,444,1492,600,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,12,1649,10,4440,5,5,0,0,492,412,0,0
1,5862,52.114.7.36,443,6,9,3020,8,4463,40,335,1338,505,40,557,1492,640,1,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,9,3020,8,4463,4,3,0,0,372,332,0,0
1,5863,52.114.158.52,443,6,12,4966,10,4545,40,413,1480,578,40,454,1492,605,1,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,12,4966,10,4545,4,3,0,0,492,412,0,0
1,5857,52.169.82.131,443,6,11,1785,14,7707,40,162,783,218,40,550,1492,648,0,0,1,0,126,9,126,34,127,127,127,127,0,0,0,0,0,11,1785,14,7707,6,6,0,0,452,572,0,0
1,5853,46.4.119.208,45700,6,10,526,10,2065,40,52,154,35,40,206,404,160,0,53,158,73,1,53,158,72,482,482,482,482,0,0,0,0,0,10,526,10,2065,1,6,0,0,412,412,0,1
1,5865,40.69.220.46,443,6,15,1946,13,7667,40,129,783,192,40,589,1492,656,0,7,101,26,101,8,101,29,102,102,102,102,0,0,0,0,0,15,1946,13,7667,6,6,0,0,612,532,0,0
1,5868,23.37.243.71,80,6,5,425,8,4906,40,85,253,94,40,613,1492,731,0,9,37,18,0,5,37,13,37,37,37,37,0,0,0,0,0,5,425,8,4906,1,1,0,0,212,332,0,0
1,5869,23.215.122.200,443,6,9,828,10,7739,40,92,220,76,40,773,1492,633,0,7,60,21,60,6,60,20,60,60,60,60,0,0,0,0,0,9,828,10,7739,3,5,0,0,372,412,0,0
1,5866,23.45.225.37,80,6,7,522,6,1820,40,74,258,81,40,303,1492,583,0,10,60,24,60,12,60,26,60,60,60,60,0,0,0,0,0,7,522,6,1820,1,1,0,0,304,264,0,0
1,5867,23.45.225.37,80,6,6,469,5,1862,40,78,257,87,40,372,1492,631,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,469,5,1862,1,1,0,0,252,212,0,0
1,5864,46.4.119.208,45700,6,11,566,11,2409,40,51,154,34,40,219,404,157,0,48,212,68,0,48,212,68,481,481,481,481,0,0,0,0,0,11,566,11,2409,1,7,0,0,452,452,0,1
1,5870,40.69.223.39,443,6,14,1960,13,7667,40,140,838,212,40,589,1492,656,0,7,94,26,94,7,94,27,95,95,95,95,0,0,0,0,0,14,1960,13,7667,6,6,0,0,572,532,0,0
1,5873,65.55.44.108,443,6,21,3613,22,14613,40,172,707,188,40,664,1492,666,1,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,21,3613,22,14613,10,11,0,0,852,892,0,0
1,5874,65.55.44.108,443,6,13,1052,11,6160,40,80,250,63,40,560,1492,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1052,11,6160,5,5,0,0,532,452,0,0
1,5872,40.69.216.251,443,6,13,1866,14,7708,40,143,783,204,40,550,1492,648,0,0,1,0,128,9,128,35,129,129,129,129,0,0,0,0,0,13,1866,14,7708,6,6,0,0,532,572,0,0
1,5875,200.216.8.67,80,6,6,518,4,1168,40,86,306,107,40,292,1036,496,0,12,60,26,60,20,60,34,60,60,60,60,0,0,0,0,0,6,518,4,1168,1,1,0,0,252,172,0,0
1,5876,52.169.82.131,443,6,15,1945,14,7708,40,129,783,192,40,550,1492,648,0,7,102,27,102,7,102,28,103,103,103,103,0,0,0,0,0,15,1945,14,7708,6,6,0,0,612,572,0,0
1,5871,46.4.119.208,45700,6,11,566,11,2409,40,51,154,34,40,219,404,157,0,48,167,61,0,48,167,61,481,481,481,481,0,0,0,0,0,11,566,11,2409,1,7,0,0,452,452,0,1
1,5878,52.114.7.37,443,6,10,2506,8,4463,40,250,1009,368,40,557,1492,640,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,10,2506,8,4463,4,3,0,0,412,332,0,0
1,5879,40.69.220.46,443,6,15,1946,14,7708,40,129,783,192,40,550,1492,648,0,7,106,28,106,8,106,29,107,107,107,107,0,0,0,0,0,15,1946,14,7708,6,6,0,0,612,572,0,0
1,5880,23.45.225.37,80,6,6,467,5,1852,40,77,255,86,40,370,1492,632,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,467,5,1852,1,1,0,0,252,212,0,0
1,5882,216.58.202.227,443,6,15,2654,15,4621,40,176,1221,308,40,308,1470,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2654,15,4621,7,7,0,0,612,612,0,0
1,5877,46.4.119.208,45700,6,8,446,8,1377,40,55,154,39,40,172,404,161,0,68,326,121,0,68,326,121,481,481,481,481,0,0,0,0,0,8,446,8,1377,1,4,0,0,332,332,0,1
1,5881,23.45.225.37,80,6,6,470,5,1768,40,78,258,88,40,353,1492,637,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,470,5,1768,1,1,0,0,252,212,0,0
1,5885,52.114.7.37,443,6,12,4283,11,4941,40,356,1084,436,40,449,1492,574,1,0,1,0,1,0,1,0,3,3,3,3,0,0,0,0,0,12,4283,11,4941,6,4,0,0,492,452,0,0
1,5886,65.55.44.108,443,6,12,1598,10,4379,40,133,714,193,40,437,1492,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1598,10,4379,5,5,0,0,492,412,0,0
1,5883,40.69.223.39,443,6,13,1920,13,7667,40,147,838,218,40,589,1492,656,0,0,1,0,125,10,125,36,126,126,126,126,0,0,0,0,0,13,1920,13,7667,6,6,0,0,532,532,0,0
1,5890,52.114.88.20,443,6,10,3066,8,4463,40,306,1344,487,40,557,1492,640,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,10,3066,8,4463,4,3,0,0,412,332,0,0
1,5833,176.9.147.178,45690,6,716,118608,414,43793,40,165,285,122,40,105,404,48,1,5,72,8,1,8,71,10,3601,3601,3601,3601,0,0,0,0,0,716,118608,414,43793,368,356,0,0,28700,16908,0,1
1,5884,46.4.119.208,45700,6,8,446,6,1224,40,55,154,39,40,204,404,176,1,28,117,43,32,39,117,47,199,199,199,199,0,0,0,0,0,8,446,6,1224,1,3,0,0,332,252,0,1
1,5889,23.37.243.71,80,6,7,505,8,4906,40,72,253,79,40,613,1492,731,0,8,50,20,0,7,50,18,50,50,50,50,0,0,0,0,0,7,505,8,4906,1,1,0,0,292,332,0,0
1,5887,40.69.216.251,443,6,14,1906,13,7668,40,136,783,198,40,589,1492,656,0,8,109,30,109,9,109,31,110,110,110,110,0,0,0,0,0,14,1906,13,7668,6,6,0,0,572,532,0,0
1,5892,94.130.143.162,443,6,10,1435,11,7295,40,143,557,188,40,663,1492,678,0,1,10,3,1,1,10,3,12,12,12,12,0,0,0,0,0,10,1435,11,7295,3,4,0,0,412,452,0,0
1,5891,94.130.143.162,443,6,13,2118,14,6898,40,162,557,188,40,492,1492,600,0,1,10,2,0,0,10,2,12,12,12,12,0,0,0,0,0,13,2118,14,6898,5,5,0,0,532,572,0,0
1,5888,23.45.225.37,80,6,6,469,5,1861,40,78,257,87,40,372,1492,631,0,12,60,26,60,15,60,30,60,60,60,60,0,0,0,0,0,6,469,5,1861,1,1,0,0,252,212,0,0
1,5895,52.169.82.131,443,6,13,1865,14,7709,40,143,783,204,40,550,1492,647,1,0,1,0,1,9,121,33,122,122,122,122,0,0,0,0,0,13,1865,14,7709,6,6,0,0,532,572,0,0
1,5894,46.4.119.208,45700,6,12,606,12,2753,40,50,154,32,40,229,404,154,0,43,176,56,0,43,175,56,481,481,481,481,0,0,0,0,0,12,606,12,2753,1,8,0,0,492,492,0,1
1,5897,23.215.122.200,443,6,10,868,10,7739,40,86,220,73,40,773,1492,633,0,6,60,20,60,6,60,20,60,60,60,60,0,0,0,0,0,10,868,10,7739,3,5,0,0,412,412,0,0
1,5901,52.114.7.37,443,6,14,5492,10,4901,40,392,1480,526,40,490,1492,588,1,0,1,0,1,0,1,0,3,3,3,3,0,0,0,0,0,14,5492,10,4901,6,4,0,0,572,412,0,0
1,5899,40.69.223.39,443,6,14,1960,14,7709,40,140,838,212,40,550,1492,647,0,5,70,19,70,5,70,19,71,71,71,71,0,0,0,0,0,14,1960,14,7709,6,6,0,0,572,572,0,0
1,5898,40.69.220.46,443,6,15,1946,13,7668,40,129,783,192,40,589,1492,656,0,8,120,32,120,10,120,34,121,121,121,121,0,0,0,0,0,15,1946,13,7668,6,6,0,0,612,532,0,0
1,5896,46.4.119.208,45700,6,10,526,10,2065,40,52,154,35,40,206,404,160,0,53,313,101,0,53,313,101,481,481,481,481,0,0,0,0,0,10,526,10,2065,1,6,0,0,412,412,0,1
1,5902,40.69.216.251,443,6,13,1865,14,7709,40,143,783,204,40,550,1492,647,0,0,1,0,124,9,124,34,125,125,125,125,0,0,0,0,0,13,1865,14,7709,6,6,0,0,532,572,0,0
1,5904,52.169.82.131,443,6,13,1865,14,7708,40,143,783,204,40,550,1492,648,0,0,1,0,125,9,125,34,126,126,126,126,0,0,0,0,0,13,1865,14,7708,6,6,0,0,532,572,0,0
1,5905,200.149.38.210,80,6,6,406,4,2153,40,67,194,62,40,538,1492,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,406,4,2153,1,1,0,0,252,172,0,0
